KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
13,1,0,1,2,0,10,5,1,3,4,1,2,3,2,1,2,1,23,5,8////,,
64,1,0,1,2,0,11,20,2,3,7,1,1,1,1,1,1,,,7,8////,c-d-e-f,
64,1,0,1,2,0,11,30,2,2,7,1,1,5,1,1,1,,,7,8////,,
63,1,0,1,2,0,12,10,1,2,5,1,1,3,1,1,1,,,8,8////,,
4,1,0,1,2,0,12,37,1,1,7,5,0,2,2,1,2,,,8,8////,,"UH (20'), DD:5'-5'"
55,1,0,1,2,0,13,10,1,5,8,5,0,1,0,1,1,,,8,8////,b-c-d-e-f,
38,1,0,1,2,0,13,20,1,2,,5,0,1,1,1,1,,,8,8////,c-d-e,
51,1,0,1,2,0,13,20,1,2,6,1,0,1,1,1,1,1,,8,8////,c-d-e,in Ci spi
55,1,0,1,2,0,13,25,1,3,8,5,0,2,1,1,1,,,8,8////,,
2,1,0,1,2,0,13,30,1,,3,5,5,1,0,1,1,,,8,8////,e-f,kE
4,1,0,1,2,0,13,30,1,2,7,5,5,1,0,4,1,,,8,8////,c-d-e-f,
70,1,0,1,2,0,15,30,1,3,6,3,5,8,1,4,1,,,17,815//,,
43,1,0,1,2,0,15,45,1,3,2,1,0,8,1,0,,,,8,805//,,
63,1,0,1,3,0,12,5,1,8,6,1,2,2,1,4,1,,,8,8////,,
63,1,0,1,3,0,12,50,1,4,6,1,2,1,1,4,1,,,8,8////,b-c-d-e-f,
63,1,0,1,3,0,12,50,1,4,6,1,2,3,1,4,1,,,8,8////,,
63,1,0,1,3,0,12,50,1,4,6,1,2,5,1,4,1,,,8,8////,,
53,1,0,1,3,0,16,0,,1,5,7,,5,1,1,1,,,17,8////,,
57,1,0,1,4,0,8,55,,2,,,,8,0,0,1,,,2,802//,,
57,1,0,1,4,0,10,30,,4,,,,1,1,1,1,,,2,8////,b-c-d-e,
57,1,0,1,4,0,10,30,,4,,,,4,1,1,2,,,2,8////,,
1,1,0,1,5,1,12,20,1,1,7,7,0,2,1,1,1,1,32,9,8////,,Baumholder
57,1,0,1,5,0,13,50,,6,,,,1,1,1,1,,,2,8////,d,
57,1,0,1,5,0,13,50,,6,,,,4,1,1,2,,,2,8////,,
13,1,0,1,5,0,13,55,1,5,4,1,0,3,1,1,2,1,28,5,8////,,
64,1,0,1,5,0,14,10,1,2,5,1,5,3,1,0,2,,,7,8////,,
13,1,0,1,5,0,14,15,1,4,4,1,0,2,1,1,2,1,28,5,8////,,
63,1,0,1,5,2,14,25,1,1,2,1,5,2,2,4,1,,,8,8////,,
22,1,0,1,5,0,14,45,1,3,6,1,,1,1,4,1,,,5,8////,b-c-d-e-f,
2,1,0,1,5,0,15,20,1,2,1,5,0,1,0,1,1,,,8,8////,e-f,
63,1,0,1,5,2,15,25,1,5,2,1,5,3,1,4,1,,,8,8////,,
63,1,0,1,5,2,15,30,1,7,2,1,5,8,2,3,2,,,8,820//,,ab 1615 roetlich
44,1,0,1,6,2,9,20,0,2,1,1,8,3,1,1,1,,,5,8////,,kA
92,1,0,1,6,0,10,25,1,1,9,7,4,1,1,4,1,,1,35,8////,b-c-d-e-f,kA
13,1,0,1,6,0,13,5,1,1,3,4,0,2,1,1,2,2,5,5,8////,,
59,1,0,1,6,0,13,15,1,9,6,1,0,1,1,3,1,2,8,1,8////,b-c-d-e-f,B:01
53,1,0,1,6,0,13,20,5,8,0,0,0,1,2,1,1,,,17,8////,g-h-a,kA/kE
53,1,0,1,6,0,13,20,5,,0,0,0,12,0,1,1,,,17,8////,g,kA/kE
44,1,0,1,6,2,13,30,1,0,9,1,7,1,1,0,1,,,5,8////,c-d-e,"kA,kE"
59,1,0,1,6,0,13,45,1,1,6,1,0,3,2,1,1,2,7,1,8////,,B:01
13,1,0,1,6,0,14,0,2,0,4,4,8,11,2,1,2,2,4,5,8////,,
44,1,0,1,6,2,15,20,1,1,9,1,7,3,1,1,1,,,5,8////,,kA
63,1,0,1,6,2,15,25,0,3,1,1,2,3,2,1,2,,,8,8////,,
2,1,0,1,6,0,15,30,1,3,2,5,9,1,0,1,1,,,8,8////,f,
2,1,0,1,6,0,15,30,1,3,2,5,9,2,1,1,1,,,8,8////,,
8,1,0,1,6,0,15,30,1,4,7,3,8,1,1,1,1,,,2,8////,c-d-e-f,kA
8,1,0,1,6,0,15,30,1,2,7,3,8,3,2,1,2,,,2,8////,,kA
8,1,0,1,6,0,15,40,1,1,7,3,8,2,1,1,1,,,2,8////,,
33,1,0,1,7,1,13,40,2,11,,3,5,1,2,3,1,2,0,30,8////,b-c-d-e,Fuencalienta/La Palma
34,1,0,1,7,2,15,0,2,2,9,,3,4,1,1,1,,,3,8////,,Wittstock
63,1,0,1,7,2,15,25,1,4,4,1,2,2,1,4,1,,,8,8////,,Sc als Nebelmeer
63,1,0,1,7,2,15,25,1,4,4,1,2,3,2,1,2,,,8,8////,,Sc als Nebelmeer
9,1,0,1,7,0,15,45,1,1,3,1,8,3,1,1,1,,,8,8////,,"kA,kE"
63,1,0,1,7,2,16,0,1,4,4,1,2,8,2,3,2,,,8,810//,,Sc als Nebelmeer
