KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
95,1,10,1,2,0,8,20,1,2,2,1,0,5,2,0,,4,19,24,8////,,
13,1,10,1,2,0,10,0,1,4,6,5,0,1,1,1,1,2,11,5,8////,b-c-d-e-f,
93,1,10,1,2,0,10,0,2,0,1,1,6,3,2,1,2,4,1,35,8////,,
64,1,10,1,2,0,15,10,6,2,0,0,2,1,2,1,1,,,7,8////,a-b/f-g,
31,2,10,1,2,0,22,30,1,15,9,3,1,1,1,1,2,,4,8,8////,,kE
31,2,10,1,2,0,22,30,1,9,9,3,1,5,2,1,1,,4,8,8////,,
46,2,10,1,2,2,22,30,1,4,7,5,8,1,1,0,1,,99,8,8////,b-c-d-e-f-g,kA
62,2,10,1,2,1,23,0,0,1,8,3,0,1,1,0,1,,,8,8////,b-c-d-e-f-g,"kA kE, Chemnitz"
58,2,10,1,3,0,7,10,6,2,0,0,1,10,2,3,2,,0,2,80101,,
58,1,10,1,3,0,8,20,6,2,0,0,9,1,0,1,1,,0,2,8////,f,
58,1,10,1,3,0,8,20,6,6,0,0,1,8,2,4,2,,0,2,815//,,
56,1,10,1,3,0,9,20,1,2,9,1,2,1,1,0,1,,2,2,8////,b/f,
56,1,10,1,3,0,9,20,1,2,9,1,2,4,1,0,,,2,2,8////,,
56,1,10,1,3,0,9,20,1,3,9,1,2,8,3,0,,,2,2,830//,,
56,1,10,1,3,0,9,40,1,1,9,1,2,9,1,0,,,2,2,8//05,,
56,1,10,1,3,0,10,50,1,1,9,1,2,11,2,1,,,1,2,8////,,
51,1,10,1,3,0,14,40,1,1,,,,3,3,1,2,,,11,8////,,
3,1,10,1,3,0,15,20,7,2,0,0,8,1,2,4,1,,,11,8////,c-d-e,
53,5,10,1,3,0,17,40,,,,,,8,1,3,2,,0,17,805//,,"kA/kE/Schneefall, Autoscheinwerfer"
53,1,10,1,4,0,8,5,7,1,0,0,1,8,1,4,1,,,17,801//,,kA/kE/Schnee aus Stratus
13,1,10,1,4,0,8,35,1,3,2,1,2,8,1,4,2,2,1,5,810//,,
13,1,10,1,4,0,9,0,1,1,2,1,2,9,1,3,2,2,1,5,8//02,,
56,1,10,1,4,0,9,20,2,1,9,1,7,1,1,1,,3,6,2,8////,,
51,1,10,1,4,1,9,30,6,3,0,0,0,5,1,0,2,,,11,8////,,Bernried am Starnberger See
51,1,10,1,4,1,9,30,6,3,0,0,0,11,1,1,1,,,11,8////,,Bernried am Starnberger See
51,1,10,1,4,1,9,30,6,3,0,0,0,44,1,0,1,,,11,8////,,Bernried am Starnberger See
53,1,10,1,4,0,9,45,5,,0,0,,12,0,1,1,,99,17,8////,h,kA/kE
46,1,10,1,4,2,15,30,1,1,7,1,2,2,1,1,1,,99,8,8////,,kA
64,1,10,1,5,0,10,45,6,3,0,0,2,4,2,1,2,,,7,8////,,
64,1,10,1,5,0,10,45,6,3,0,0,2,11,2,1,2,,,7,8////,,
64,1,10,1,5,0,10,55,6,2,0,0,2,9,1,0,2,,,7,8////,,
46,1,10,1,5,2,11,30,1,3,7,1,0,1,1,1,1,,99,8,8////,c-d-e,kA
46,1,10,1,5,2,11,30,1,2,7,1,0,3,1,1,1,,99,8,8////,,kA
15,1,10,1,5,0,12,20,1,1,3,4,0,3,0,3,2,,28,8,8////,,
6,1,10,1,5,0,12,30,1,11,7,3,0,1,2,1,1,,,4,8////,b-c-d-e-f,
6,1,10,1,5,0,12,30,1,11,7,3,0,4,1,1,1,,,4,8////,,
46,1,10,1,5,2,13,30,1,1,5,1,0,3,1,1,1,,99,8,8////,,kA
75,1,10,1,5,2,13,30,1,10,8,3,0,1,1,1,1,,,4,8////,b-c-d-e-f,
53,1,10,1,5,2,13,40,4,,0,0,,12,0,1,1,,99,17,8////,h,kA/kE/im Schnee oder doch Reif auf Schneedecke?
6,2,10,1,5,0,21,0,1,3,7,3,0,1,1,4,1,,,4,8////,d,
46,1,10,1,6,2,11,30,1,2,7,5,2,1,1,1,1,,99,8,8////,c-d-e-f,kA
46,1,10,1,6,2,11,35,1,1,7,5,2,2,1,1,1,,99,8,8////,,kA
73,1,10,1,6,0,14,10,1,3,4,1,0,1,1,0,1,1,,7,8////,c-d-e,kA
73,1,10,1,6,0,14,10,1,3,4,1,0,5,1,0,1,1,,7,8////,,kA
44,1,10,1,7,2,9,5,2,1,1,1,2,1,3,4,1,,,11,8////,f,
44,1,10,1,7,2,9,15,2,1,1,1,2,2,2,1,2,,,11,8////,,
3,1,10,1,7,2,9,25,7,3,0,0,8,3,2,1,1,,,11,8////,,
74,1,10,1,7,1,9,43,6,1,0,0,1,10,0,0,1,,,11,80202,,
74,1,10,1,7,1,10,13,6,5,0,0,2,4,3,1,2,,0,11,8////,,*
74,1,10,1,7,1,10,20,6,4,0,0,2,1,2,1,2,,0,11,8////,,*
74,1,10,1,7,1,10,20,6,4,0,0,2,5,2,1,2,,0,11,8////,,*
74,1,10,1,7,1,10,23,6,4,0,0,2,11,2,1,2,,0,11,8////,,*
74,1,10,1,7,1,10,28,6,1,0,0,2,13,2,0,1,,0,11,8////,,* innerhalb des 22°-Rings
74,1,10,1,7,1,10,29,6,0,0,0,2,22,1,1,1,,0,11,8////,,*
74,1,10,1,7,1,10,32,6,3,0,0,2,27,1,1,2,,0,11,8////,,*
74,1,10,1,7,2,10,35,6,3,0,0,2,21,1,1,1,,0,2,8////,,*
74,1,10,1,7,1,10,43,6,2,0,0,2,6,2,1,1,,0,11,8////,,* als einzeln flimmernde Kristalle
13,1,10,1,7,0,12,35,2,1,2,1,8,2,2,1,2,,99,5,8////,,
75,1,10,1,7,1,13,30,1,1,,,,2,1,1,1,,,3,8////,,Halle/Saale
75,1,10,1,7,1,13,50,1,1,,,,2,1,1,1,,,3,8////,,Weißenfels
46,1,10,1,7,2,14,0,1,2,7,1,8,3,1,1,1,,99,8,8////,,kA
61,1,10,1,7,2,14,10,1,6,7,1,2,3,0,1,2,,,10,8////,,g 74564 Crailsheim
46,1,10,1,7,2,14,15,1,1,7,1,8,2,1,1,1,,99,8,8////,,kA
