KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
56,1,22,1,1,0,11,10,2,9,9,3,9,1,1,1,1,,,2,8////,c-d-e,UB
93,1,22,1,1,0,12,40,2,2,8,3,2,1,1,1,1,2,,35,8////,c-d-e,
51,1,22,1,2,2,8,40,1,6,7,5,8,3,1,1,1,,,8,8////,,
61,1,22,1,2,0,8,50,1,12,8,1,2,3,0,0,1,2,5,7,8////,,"UH,"
51,1,22,1,2,2,9,15,1,1,7,5,8,1,1,1,1,,,8,8////,b-c-d-e-f,
61,1,22,1,2,0,9,30,1,4,8,1,2,3,1,1,1,2,4,7,8////,,
51,1,22,1,2,0,10,50,1,2,7,5,8,2,1,1,1,,,8,8////,,
51,1,22,1,2,0,10,55,1,2,7,5,8,3,1,1,1,,,8,8////,,
83,1,22,1,3,1,15,5,1,1,8,2,,4,1,1,2,,,11,8////,,"UH,im Wechsel rechts links"
6,1,22,1,5,0,10,41,2,2,6,5,0,1,2,1,1,,,4,8////,b-c-d-e-f,
4,1,22,1,6,0,11,30,5,2,0,0,0,12,1,1,1,0,,8,8////,h,"kA, kE"
53,5,22,1,6,0,20,20,5,1,0,0,,12,0,1,1,,,17,8////,h,kA/kE
82,1,22,1,7,2,7,45,2,3,6,1,8,8,2,4,1,,,8,805//,,"ab Ortrand A13, später Farbe F3"
4,1,22,1,7,0,8,10,2,4,7,1,9,1,0,4,1,1,5,8,8////,c-d-e,
62,1,22,1,7,0,8,15,0,1,9,1,7,8,0,4,1,,,10,8////,,kaum sichtbar!
51,1,22,1,7,0,8,35,1,3,7,5,8,5,1,4,1,,,8,8////,,UH durch Cu
6,1,22,1,7,0,8,42,2,24,7,5,0,1,2,1,1,,,4,8////,c-d-e,
6,1,22,1,7,0,8,42,2,24,7,5,0,5,2,1,1,,,4,8////,,
4,1,22,1,7,0,8,45,2,1,7,1,9,5,1,4,1,1,5,8,8////,,
82,1,22,1,7,2,8,45,2,1,5,1,8,1,0,1,1,,,8,8////,b-c-d,"kA, kE"
82,1,22,1,7,2,8,45,2,1,6,1,8,2,1,1,1,,,8,8////,,"kA, kE"
82,1,22,1,7,2,8,45,2,1,6,1,8,5,0,1,1,,,8,8////,,"kA, kE"
83,1,22,1,7,0,10,50,1,3,6,1,0,1,2,1,1,,,11,8////,b-c-d-e-f,kA kE
83,1,22,1,7,0,10,50,1,1,6,1,0,4,1,1,2,,,11,8////,,kA kE
83,1,22,1,7,0,10,50,1,1,6,1,0,5,1,1,2,,,11,8////,,kA kE
83,1,22,1,7,0,11,39,1,1,6,1,0,12,1,1,2,,,11,8////,,kA kE
53,5,22,1,7,0,18,10,5,1,0,0,,12,0,1,1,,,17,8////,h,kA/kE
6,1,22,1,8,0,8,10,2,13,7,5,0,1,1,1,1,,,4,8////,c-d-e,
6,1,22,1,8,0,9,43,2,4,7,5,0,5,2,1,1,,,4,8////,,
6,1,22,1,8,0,11,47,2,3,7,5,2,1,2,1,1,,,4,8////,b-c-d-e-f,
93,1,22,1,8,0,14,50,2,2,7,1,2,1,1,1,1,2,,35,8////,b-c-d-e-f,Rear of cold front
6,1,22,1,9,0,11,30,2,12,6,5,2,1,1,1,1,,,4,8////,b-c-d-e-f,
93,1,22,1,9,0,14,50,2,1,7,1,2,1,1,1,1,1,,35,8////,b-c-d-e-f,
93,1,22,1,9,0,15,35,1,0,9,1,2,3,0,1,2,1,,35,8////,,Better seen with sunglasses.
51,1,22,1,11,2,9,45,6,5,0,0,2,1,1,1,1,,,8,8////,g-h-a-b,
51,1,22,1,11,2,9,45,6,5,0,0,2,9,1,1,1,,,8,8//10,,
53,1,22,1,11,0,10,0,5,1,0,0,,1,0,1,1,,,17,8////,h,kA/kE
53,1,22,1,11,0,10,0,5,1,0,0,,12,0,1,1,,,17,8////,h,kA/kE
56,1,22,1,11,0,13,15,1,1,5,1,0,2,2,1,,,,2,8////,,Kondensstreifen
51,1,22,1,11,2,14,0,6,11,0,0,2,1,1,1,2,,,8,8////,,"* 1400-1550 Halos stark veränderlich, kA, Grenze"
51,1,22,1,11,2,14,0,6,11,0,0,2,2,1,1,1,,,8,8////,,"* kA, Grenze"
51,1,22,1,11,2,14,0,6,11,0,0,2,3,1,1,1,,,8,8////,,"* kA, Grenze"
51,1,22,1,11,2,14,0,6,11,0,0,2,5,1,1,2,,,8,8////,,"* kA, Grenze"
