KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
31,1,6,1,1,0,8,15,2,2,9,1,1,2,1,1,1,,,8,8////,,kA
31,1,6,1,1,0,9,10,2,2,9,1,1,1,1,1,1,,,8,8////,c-d-e,
51,1,6,1,1,2,10,15,1,2,7,5,0,1,1,4,1,,99,11,8////,b-c-d-e-f,
51,1,6,1,1,2,10,15,1,3,7,5,0,4,1,1,2,,99,11,8////,,"kA, kE"
62,1,6,1,2,1,14,30,2,0,8,3,1,1,1,1,1,,,11,8////,b-c,Hof-Marktredwitz
62,1,6,1,2,1,14,30,2,0,8,3,1,5,2,1,1,,,11,8////,,Hof-Marktredwitz
90,1,6,1,3,0,11,40,1,0,8,7,7,1,1,0,1,,,35,8////,b-c,kE
90,1,6,1,3,0,11,40,1,0,8,7,7,4,1,3,1,,,35,8////,,kE
38,1,6,1,5,0,10,10,1,2,,,,1,1,4,1,,99,11,8////,b-c-d,
38,1,6,1,6,0,9,50,2,24,7,5,,1,1,4,1,,99,11,8////,b-c-d-e-f,UH
53,1,6,1,6,0,12,45,1,,,,,8,,0,2,,,17,802//,,kA/kE
53,1,6,1,6,0,12,45,1,,,,,9,,0,1,,,17,8//01,,kA/kE
38,1,6,1,6,0,13,30,2,2,7,5,,3,1,1,2,,99,11,8////,,
31,2,6,1,7,0,20,10,0,3,9,1,1,1,1,0,1,,,8,8////,b-c-d-e-f,kA
13,1,6,1,8,0,16,10,1,2,1,6,0,8,1,0,2,,99,5,805//,,
13,1,6,1,10,0,13,0,2,9,7,3,0,1,0,1,1,1,25,5,8////,b-c-d-e-f-g,UH 13.40-14.20
58,1,6,1,10,0,13,30,1,2,7,3,8,2,2,1,1,,24,2,8////,,
15,1,6,1,10,0,15,40,1,1,4,2,0,3,0,3,2,2,35,8,8////,,
15,1,6,1,10,0,15,50,1,7,4,2,0,8,1,3,2,2,35,8,805//,,
2,1,6,1,10,0,16,0,1,2,1,5,0,8,1,1,1,,,8,803//,,
22,2,6,1,10,0,17,30,1,28,6,3,,1,1,0,2,,99,5,8////,,
22,2,6,1,10,0,17,30,1,21,6,3,,5,2,0,2,,99,5,8////,,
56,2,6,1,10,0,17,55,1,6,6,1,0,1,1,0,2,1,18,2,8////,,kE
13,2,6,1,10,0,18,20,1,18,8,3,0,1,1,0,2,1,20,5,8////,,
13,2,6,1,10,0,18,35,1,5,8,3,0,7,2,1,1,1,20,5,8////,c-d-e/h,
74,2,6,1,10,0,18,45,1,18,7,3,0,1,0,0,2,1,20,2,8////,,kE UH
74,2,6,1,10,0,18,45,1,18,7,3,0,7,1,0,2,1,20,2,8////,,UH kE 5 Min H=2
31,2,6,1,10,0,20,0,0,7,8,3,1,1,1,1,2,,,8,8////,,"kA, kE"
59,2,6,1,10,0,20,0,0,16,7,3,0,1,2,0,2,1,21,1,8////,,"B:02,01"
58,2,6,1,10,0,21,30,1,,8,3,0,1,1,1,2,2,14,2,8////,,
46,2,6,1,10,2,23,10,1,3,4,1,0,1,1,0,1,0,,8,8////,d-e-f,
90,2,6,1,10,0,23,35,2,1,9,3,7,1,0,0,2,,3,35,8////,,kA kE
46,2,6,1,11,2,0,25,1,9,6,1,0,1,1,0,1,0,,8,8////,b-c-d-e-f-g-h,
74,2,6,1,11,0,5,15,1,1,7,3,7,10,1,0,1,1,11,2,80305,,kA kE
15,1,6,1,11,0,8,25,1,1,1,2,0,8,1,3,2,2,19,8,803//,,
13,1,6,1,11,0,8,40,2,1,7,5,0,8,1,0,1,2,6,5,804//,,
13,1,6,1,11,0,8,50,2,2,7,5,0,2,1,1,2,2,6,5,8////,,
51,1,6,1,11,1,10,0,5,36,0,0,0,1,2,1,1,,,11,8////,f-g-h-a-b,"Mühldorf, sehr hell und auffällig"
51,1,6,1,11,1,10,0,5,36,0,0,0,12,1,1,1,,,11,8////,f-g-h-a-b,Mühldorf
31,1,6,1,11,2,10,10,1,2,1,1,8,2,2,1,1,,,8,8////,,
53,1,6,1,11,2,10,45,4,1,0,0,0,12,1,1,1,,99,17,8////,g-h,kA/kE/z.T. im Raureif (über 1 cm!) auf Schneedecke
53,1,6,1,11,0,10,55,4,6,0,0,0,12,1,1,1,,99,17,8////,f-g-h-a,kA/kE/z.T. im Raureif (über 1 cm!) auf Schneedecke
58,1,6,1,11,0,11,0,2,1,8,3,8,2,2,1,1,2,2,2,8////,,
92,1,6,1,11,0,11,5,1,0,9,5,7,2,1,4,,,,35,8////,,kA kE
9,1,6,1,11,0,11,45,1,18,4,1,7,1,1,1,1,,,8,8////,,"UH, verschiedene Fragmente"
4,1,6,1,11,2,11,55,1,1,3,1,0,1,1,4,1,2,,8,8////,,
4,1,6,1,11,2,11,55,1,1,3,1,0,11,1,1,1,2,,8,8////,,
9,1,6,1,11,0,12,15,1,12,4,1,7,4,1,1,1,,,8,8////,,UH
4,1,6,1,11,2,12,20,1,1,4,1,0,11,0,1,1,2,,8,8////,,
4,1,6,1,11,2,12,25,1,2,5,1,0,3,3,1,2,2,,8,8////,,
31,1,6,1,11,2,12,30,1,2,9,1,1,3,1,1,1,,,8,8////,,kA
6,1,6,1,11,0,12,48,1,18,3,1,0,1,1,1,1,,,4,8////,c-d-e,
15,1,6,1,11,0,12,55,1,2,6,4,0,3,0,3,2,2,14,8,8////,,
4,1,6,1,11,2,13,30,1,5,5,1,0,3,1,1,1,2,,8,8////,,Beate
3,1,6,1,11,1,13,50,5,12,0,0,0,1,2,5,1,,,11,8////,f-g-h-a-b,beobachtet an der WeWa Muehldorf
3,1,6,1,11,1,13,50,5,12,0,0,0,12,2,4,1,,,11,8////,f-g-h-a-b,beobachtet an der WeWa Muehldorf
73,1,6,1,11,2,13,50,1,14,4,1,0,2,3,1,2,1,,7,8////,,UH
4,1,6,1,11,2,14,5,1,6,5,1,0,3,1,1,1,2,,8,8////,,
46,1,6,1,11,2,14,30,1,4,6,1,8,2,1,1,1,0,,8,8////,,kA
46,1,6,1,11,2,14,50,1,3,6,1,8,3,1,1,1,0,,8,8////,,kA
2,1,6,1,11,0,15,0,1,5,3,5,0,3,2,1,2,1,11,8,8////,,
55,1,6,1,11,2,15,5,1,2,8,5,0,3,1,1,2,,,8,8////,,
55,1,6,1,11,2,15,10,1,1,8,5,0,1,1,1,1,,,8,8////,c-d-e-f,
55,1,6,1,11,2,15,10,1,1,8,5,0,5,1,1,1,,,8,8////,,
46,1,6,1,11,2,15,45,1,3,6,1,8,5,1,1,1,0,,8,8////,,kA
15,1,6,1,11,0,16,0,1,3,4,4,0,8,1,3,2,2,11,8,803//,,
32,1,6,1,11,0,16,10,,4,,,,8,1,0,1,,,8,810//,,
69,2,6,1,11,0,19,0,,7,,,,1,1,1,1,,,6,8////,a-b-c/e-f-g,kA UH
62,2,6,1,11,0,20,35,1,6,8,5,0,1,1,0,2,,5,10,8////,,kA UH kE
51,1,6,1,12,1,9,0,5,30,0,0,0,1,1,1,1,,,11,8////,g-h-a,Fortsetzung des himmlichen Halos
3,1,6,1,12,0,9,10,1,21,4,5,8,3,2,1,1,,,11,8////,,UH
51,1,6,1,12,1,9,10,6,2,0,0,0,1,1,1,1,,,11,8////,f-g-h,"* Mühldorf, in Polarschnee, Fortsetzung auf Schneedecke!"
51,1,6,1,12,1,9,10,6,2,0,0,0,2,2,1,1,,,11,8////,,"* Mühldorf, in Polarschnee"
