KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
53,1,21,1,1,0,8,35,1,20,,,,1,0,1,1,,,17,8////,b-c-d-e-f,kA/kE/UB
53,1,21,1,1,0,8,55,1,1,,,,2,1,1,1,,,17,8////,,kA/kE
53,1,21,1,1,0,9,30,4,1,0,0,,1,1,1,1,,,17,8////,g-h,kA/kE
53,2,21,1,1,0,20,15,1,1,,,,1,1,1,1,,,17,8////,b-c/f,kA/kE
53,1,21,1,2,0,11,25,2,1,,,,1,0,1,1,,,17,8////,c-d,kA/kE
53,5,21,1,6,0,17,55,7,1,0,0,,8,1,3,2,,0,17,822//,,kA/kE
83,1,21,1,9,2,14,35,1,1,5,3,1,4,0,0,2,,,11,8////,,
53,1,21,1,10,0,14,30,5,2,0,0,,12,0,1,1,,,17,8////,h,kA/kE
53,5,21,1,10,0,19,0,5,3,0,0,,12,0,1,1,,,17,8////,g-h,kA/kE
53,1,21,1,11,0,8,50,6,1,0,0,,10,1,0,2,,0,17,80502,,kA/kE
53,1,21,1,11,0,8,50,6,1,0,0,,44,1,0,1,,0,17,8////,,kA/kE
53,1,21,1,11,0,9,40,5,14,0,0,,12,0,1,1,,,17,8////,g-h-a,kA/kE
62,1,21,1,11,0,10,15,1,1,6,1,0,3,1,1,1,,,10,8////,,
61,1,21,1,11,2,11,10,1,6,6,1,2,1,1,3,1,,,7,8////,c-d-e,
46,1,21,1,11,0,11,15,1,4,7,5,9,1,1,1,1,,,8,8////,b-c-d,kA
4,1,21,1,11,0,11,25,1,6,5,1,8,11,0,1,1,1,,8,8////,,"Schneefall in der Nacht, UB"
38,1,21,1,11,0,11,40,1,1,4,3,8,11,1,1,2,1,,8,8////,,Fotos
51,1,21,1,11,0,11,40,1,1,4,3,8,11,1,1,2,1,,8,8////,,Fotos
4,1,21,1,11,0,11,45,1,1,6,1,8,3,3,1,2,1,,8,8////,,4°-Schweif
