KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
38,2,7,1,1,2,0,0,1,3,7,3,2,1,1,0,2,1,9,11,8////,,NN an Kaltfront
51,2,7,1,1,2,0,0,1,3,7,3,2,1,1,0,2,1,9,11,8////,,RR an Kaltfront
74,2,7,1,1,0,17,30,0,0,1,1,5,2,1,1,2,,0,2,8////,,
93,2,7,1,1,0,19,50,1,1,9,1,6,1,1,0,1,4,1,35,8////,c-d-e-f,kA kE
69,2,7,1,1,0,23,50,1,3,,3,0,1,1,0,2,,,6,8////,,kA kE
3,2,7,1,2,0,0,50,1,29,7,3,8,1,2,0,2,,,11,8////,,
2,2,7,1,2,0,4,0,1,,5,5,0,1,0,0,1,2,6,8,8////,a-b/e,kA kE
63,2,7,1,2,2,4,0,1,9,7,3,8,1,1,0,2,6,,8,8////,,
64,2,7,1,2,0,4,10,1,7,7,5,3,1,2,0,1,1,4,7,8////,a-b-c-d-e-f,
64,2,7,1,2,0,4,30,1,4,7,5,3,2,2,0,1,1,4,7,8////,,
4,2,7,1,2,0,4,45,2,7,8,3,9,1,1,0,1,2,6,8,8////,b-c-d-e-f,kA kE
15,2,7,1,2,2,6,15,2,2,8,4,8,9,1,0,2,,1,11,8//03,,
15,2,7,1,2,2,6,30,2,2,8,4,8,8,1,0,2,,1,11,803//,,
4,1,7,1,2,2,9,35,2,0,8,3,9,1,1,4,1,2,1,8,8////,c-d-e-f,kA kE
96,1,7,1,2,0,10,35,1,1,3,5,,1,2,0,1,,,22,8////,d,kA
96,1,7,1,2,0,10,35,1,1,3,5,,11,1,1,1,,,22,8////,,kA
92,1,7,1,2,0,15,55,1,0,9,5,7,3,2,1,,,,35,8////,,kA kE
90,2,7,1,2,0,23,0,1,1,8,3,0,1,1,0,1,,,35,8////,c-d-e-f,kA kE
56,2,7,1,3,1,7,15,1,2,8,5,,1,1,0,2,,6,2,8////,,kA
56,2,7,1,3,1,7,15,1,2,8,5,,2,1,0,,,6,2,8////,,kA
72,1,7,1,3,0,10,10,2,1,8,1,7,1,1,0,1,,,6,8////,b-c-d-e-f,-
58,1,7,1,3,0,10,20,2,1,7,5,9,2,1,1,1,1,5,2,8////,,
74,1,7,1,3,0,14,30,1,0,9,3,2,11,0,1,1,,,2,8////,,kA kE
38,2,7,1,3,0,19,30,2,6,8,3,0,1,1,0,2,,,11,8////,,kA
51,2,7,1,3,0,19,30,2,6,8,3,0,1,1,0,2,,,11,8////,,kA
68,2,7,1,3,0,21,0,2,6,8,3,0,1,1,0,2,1,8,8,8////,,
62,2,7,1,3,0,22,45,2,10,9,5,,1,2,0,2,,,10,8////,,kA kE UH UB
53,1,7,1,4,0,9,30,1,0,9,3,,3,0,1,1,,,17,8////,,kA
38,1,7,1,4,0,9,55,1,1,6,5,2,3,1,1,1,3,5,11,8////,,
38,1,7,1,4,0,10,5,1,0,6,5,2,2,0,1,1,3,5,11,8////,,
61,1,7,1,4,2,15,20,1,2,7,1,5,3,1,1,1,2,,10,8////,,g 74564 Crailsheim
61,2,7,1,4,2,17,15,1,1,7,1,5,8,1,0,2,2,,10,808//,,g 74564 Crailsheim;HHHH geschätzt
92,1,7,1,5,0,10,25,2,0,9,5,7,5,2,1,,,5,35,8////,,
92,1,7,1,5,0,12,25,2,1,9,5,5,1,1,4,1,,3,35,8////,b-c-d-e-f,kA kE
29,1,7,1,6,0,10,30,2,7,7,3,2,1,1,1,1,,,8,8////,c-d-e,
74,1,7,1,6,0,10,30,1,21,8,7,2,1,1,1,1,,2,2,8////,b-c-d-e-f,kA kE UH UB
29,1,7,1,6,2,11,5,2,1,7,3,2,3,0,1,1,,,8,8////,,
32,1,7,1,6,0,12,0,,1,,,,2,1,1,1,,,8,8////,,
74,1,7,1,6,0,12,0,1,12,8,7,2,5,1,1,1,,2,2,8////,,kA kE UH UB
68,1,7,1,6,0,12,5,1,2,,1,1,3,2,1,1,,,8,8////,,
68,1,7,1,6,0,12,20,1,2,,3,1,1,2,1,1,,,8,8////,c-d-e,
74,1,7,1,6,0,13,15,1,4,8,7,2,2,1,1,2,,2,2,8////,,kA kE UH
93,2,7,1,6,0,21,30,1,1,9,1,2,4,1,0,2,3,4,35,8////,,kA kE
38,2,7,1,6,0,21,50,2,8,8,3,8,1,1,0,1,,6,11,8////,b-c-d-e-f,
38,2,7,1,6,0,21,50,2,8,8,3,8,5,1,0,1,,6,11,8////,,
51,2,7,1,6,2,21,50,1,8,8,3,8,1,1,0,1,,,11,8////,b-c-d-e-f,kE
