KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
6,1,15,1,1,0,15,54,1,3,3,1,0,8,2,4,2,,,4,807//,,
6,2,15,1,1,0,17,47,1,18,5,5,0,1,2,0,2,,,4,8////,,
6,2,15,1,1,0,17,55,1,6,5,5,0,5,2,0,2,,,4,8////,,
44,2,15,1,1,1,18,0,1,24,8,1,0,1,1,0,2,,,4,8////,,Ketzür
62,2,15,1,1,1,19,20,1,20,8,5,0,1,1,0,1,,,9,8////,,UH bei Andernach
55,2,15,1,1,0,21,0,1,4,8,5,0,1,1,0,2,,,8,8////,,kA UB
75,2,15,1,1,0,21,10,1,2,,3,7,1,1,1,2,,,4,8////,,
6,2,15,1,1,0,23,2,1,7,7,5,8,1,2,3,2,,,4,8////,,
38,2,15,1,1,0,23,30,1,3,8,3,,1,1,0,2,3,8,8,8////,,kA
13,1,15,1,2,0,12,30,2,1,6,3,2,1,0,1,1,2,22,5,8////,b-c-d-e,
75,1,15,1,2,2,13,50,1,1,6,5,2,1,0,1,1,,,4,8////,b-c-d-e-f,kE
75,1,15,1,2,2,13,50,1,1,6,5,2,3,1,1,1,,,4,8////,,kE
6,1,15,1,2,0,14,30,1,4,6,1,5,1,1,1,1,,,4,8////,b-c-d-e-f,
62,2,15,1,2,1,23,35,0,1,8,3,0,1,1,0,2,,,9,8////,,kA kE bei Andernach
95,1,15,1,3,0,7,40,1,10,7,3,0,1,1,3,1,2,16,24,8////,b-c-d-e-f,
77,1,15,1,3,0,8,14,1,5,7,4,1,1,0,4,1,,,8,8////,d,
6,1,15,1,3,0,8,37,2,30,6,3,0,1,0,1,1,,,4,8////,b-c-d-e-f,
6,1,15,1,3,0,9,34,2,14,8,3,0,5,0,1,1,,,4,8////,,
75,1,15,1,3,0,11,10,2,8,8,3,0,1,1,1,1,,,4,8////,b-c-d-e-f,
75,1,15,1,3,0,11,10,2,1,8,3,0,12,0,1,1,,,4,8////,c-d-e,
95,2,15,1,3,0,17,30,1,22,8,3,0,1,1,0,2,2,6,24,8////,,
95,2,15,1,3,0,17,35,1,2,8,3,0,8,1,0,,2,6,24,802//,,
13,1,15,1,6,0,8,10,2,1,7,3,0,5,2,4,2,1,14,5,8////,,
61,1,15,1,6,0,10,35,1,13,6,1,5,1,0,3,1,,,11,8////,b-c-d-e-f,g 74564 Crailsheim
61,1,15,1,6,0,11,40,1,5,6,1,5,2,0,0,1,,,11,8////,,g 74564 Crailsheim
61,1,15,1,6,0,11,50,1,3,6,1,5,3,0,0,1,,,11,8////,,g 74564 Crailsheim
72,1,15,1,6,0,12,4,1,3,8,1,0,3,1,1,1,,,10,8////,,"kA, 1225 H=0"
13,1,15,1,6,0,12,30,2,1,7,3,0,1,1,1,1,1,10,5,8////,b/d-e-f,
13,1,15,1,6,0,12,50,2,2,7,3,0,3,2,1,2,1,10,5,8////,,
61,1,15,1,6,0,13,5,1,19,6,1,7,3,1,1,2,,,11,8////,,g 74564 Crailsheim
69,1,15,1,6,0,13,20,1,18,8,5,0,2,1,1,1,,,6,8////,,UH
61,1,15,1,6,0,13,45,1,15,6,1,7,2,1,1,2,,,11,8////,,g 74564 Crailsheim
69,1,15,1,6,0,14,30,1,11,8,3,0,3,2,1,1,,,6,8////,,
13,1,15,1,6,0,14,45,2,1,8,3,0,2,1,1,1,1,8,5,8////,,
