KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
7,2,86,1,1,0,2,10,,0,8,7,0,1,1,0,1,,,7,8////,,
7,2,86,1,1,0,3,40,,1,8,7,2,1,1,0,1,,,7,8////,,
40,1,86,1,1,0,10,0,,13,,3,,1,0,,,,,1,8////,,
40,1,86,1,1,0,10,0,,13,,3,,5,1,,,,,1,8////,,
40,1,86,1,1,0,10,0,,2,,3,,8,0,,,,,1,803//,,
40,1,86,1,1,0,10,10,,1,,3,,11,0,,,,,1,8////,,
2,1,86,1,1,0,12,0,,1,2,5,0,3,1,1,2,,,8,8////,,
40,1,86,1,1,0,15,0,,2,,3,,8,0,,,,,1,804//,,
4,2,86,1,2,2,5,28,,0,8,3,0,1,1,2,1,,3,8,8////,,
2,2,86,1,2,0,5,30,,3,3,5,0,1,0,0,1,,4,8,8////,,k 0.7
7,2,86,1,2,0,5,33,,1,8,3,0,1,1,0,1,,3,7,8////,,
10,2,86,1,2,0,6,10,,2,8,5,2,1,2,0,2,,,4,8////,,
17,1,86,1,3,1,10,15,,2,3,3,2,3,2,3,2,,12,8,8////,,
38,1,86,1,5,1,15,0,,5,0,0,5,8,3,5,2,,99,8,815//,,
7,1,86,1,6,1,10,35,,1,8,5,2,3,0,4,1,,1,7,8////,,
33,1,86,1,6,2,11,35,,22,8,1,8,1,0,1,1,,,8,8////,,
33,1,86,1,6,2,11,35,,22,8,1,8,4,2,1,2,,,8,8////,,
33,1,86,1,6,2,11,35,,4,8,1,8,12,0,4,1,,,8,8////,,
33,1,86,1,6,2,11,35,,12,8,1,8,51,2,0,1,,,8,8////,,
38,1,86,1,6,0,12,15,,1,8,1,,3,2,0,1,,,8,8////,,
33,1,86,1,6,2,12,20,,18,8,1,8,5,2,1,2,,,8,8////,,
17,1,86,1,6,0,12,37,,1,7,1,0,5,1,4,1,,,8,8////,,
7,1,86,1,6,1,13,19,,9,8,5,2,5,2,4,2,,14,7,8////,,kE
7,1,86,1,6,1,13,19,,0,8,5,2,11,0,1,1,,12,7,8////,,kE
7,1,86,1,6,1,13,23,,0,8,5,2,3,1,1,1,,12,7,8////,,
2,1,86,1,6,0,14,0,,2,2,5,2,1,0,1,1,,,8,8////,,
2,1,86,1,6,0,14,0,,2,2,5,2,3,0,1,1,,,8,8////,,
9,1,86,1,6,0,14,6,,0,4,4,8,3,0,1,1,,10,8,8////,,"3', diffus"
7,1,86,1,6,1,14,18,,1,8,5,2,1,0,4,1,,14,7,8////,,
7,1,86,1,6,1,14,18,,3,8,5,2,3,2,1,2,,14,7,8////,,kE
7,1,86,1,6,1,14,45,,0,8,5,2,2,1,1,1,,14,7,8////,,kE
11,1,86,1,7,0,,,,,,,,1,,,,,,21,8////,,
11,1,86,1,7,0,,,,,,,,3,,,,,,21,8////,,
7,1,86,1,7,1,8,40,,5,6,5,2,8,1,4,2,,,7,804//,,
2,1,86,1,10,0,15,45,,2,2,5,7,8,0,0,2,,6,8,810//,,
7,1,86,1,11,0,13,8,,10,8,7,2,1,1,4,1,,11,7,8////,,kE
2,1,86,1,11,0,14,30,,4,3,5,7,1,0,1,1,,5,8,8////,,
4,1,86,1,11,0,14,45,,0,8,5,8,1,1,4,2,,6,8,8////,,
2,1,86,1,12,0,12,45,,0,1,5,3,1,0,1,1,,2,8,8////,,
11,1,86,1,17,0,,,,,,,,1,,,,,,21,8////,,
11,1,86,1,18,0,,,,,,,,1,,,,,,21,8////,,
11,1,86,1,18,0,,,,,,,,8,,,,,,21,8////,,
11,1,86,1,21,0,,,,,,,,1,,,,,,21,8////,,
17,1,86,1,21,0,8,30,,,8,1,0,1,3,4,1,,,8,8////,,
4,1,86,1,21,0,9,15,,3,7,5,2,3,2,0,1,,,8,8////,,
9,1,86,1,21,0,10,40,,3,8,1,5,1,1,1,1,,19,8,8////,,
38,1,86,1,21,0,10,50,,13,8,1,5,1,1,0,1,,18,8,8////,,
38,1,86,1,21,0,10,50,,13,8,1,5,2,2,1,1,,18,8,8////,,
16,1,86,1,21,0,12,45,,2,,,,3,1,1,2,,16,8,8////,,
38,1,86,1,21,0,12,50,,1,8,1,5,3,1,1,1,,16,8,8////,,
16,1,86,1,21,0,13,10,,1,,,,2,1,1,2,,16,8,8////,,
33,1,86,1,21,2,13,45,,0,,1,2,3,2,4,2,,,8,8////,,
6,2,86,1,21,0,18,45,,5,,,,1,1,0,1,,,4,8////,,
16,2,86,1,21,0,19,30,,6,,,,1,2,0,1,,10,8,8////,,
7,2,86,1,21,0,20,17,,6,6,7,5,1,1,0,2,,,7,8////,,
4,2,86,1,21,0,20,40,,1,7,5,9,1,2,0,2,,8,8,8////,,
38,2,86,1,21,0,21,25,,1,8,1,8,1,2,0,2,,6,8,8////,,
17,1,86,1,22,1,11,53,,2,2,1,0,1,3,1,1,,,8,8////,,
17,1,86,1,22,1,11,53,,2,2,1,0,5,2,4,1,,,8,8////,,
9,1,86,1,22,0,15,45,,1,2,1,8,3,2,1,2,,12,8,8////,,
7,1,86,1,22,1,15,57,,1,6,7,0,3,1,1,1,,23,7,8////,,
7,1,86,1,22,1,16,25,,0,8,7,0,2,0,4,1,,22,7,8////,,
7,1,86,1,22,1,16,32,,0,8,7,0,8,1,4,1,,,7,801//,,
9,2,86,1,22,0,17,55,,8,,3,7,1,2,0,1,,9,8,8////,,Aureole und Kranz
38,2,86,1,22,0,18,5,,19,8,5,0,1,3,0,2,2,10,8,8////,,
16,2,86,1,22,0,18,25,,6,,,,1,2,0,2,,17,8,8////,,
10,2,86,1,22,0,18,30,,24,8,1,0,1,2,0,2,,,4,8////,,
6,2,86,1,22,1,18,40,,4,8,5,0,1,,,,,8,4,8////,,
2,2,86,1,22,0,19,0,,4,,,,1,1,0,1,,,8,8////,,k 0.85
37,2,86,1,22,0,20,0,,0,7,7,0,1,0,3,,,14,7,8////,,
6,2,86,1,22,1,20,5,,3,,3,0,1,,,,,7,4,8////,,
7,2,86,1,22,0,21,27,,1,8,7,9,1,1,0,1,,17,7,8////,,kE
6,2,86,1,22,1,22,10,,12,,3,0,1,,,,,4,4,8////,,
11,1,86,1,23,0,,,,,,,,1,,,,,,21,8////,,
11,1,86,1,23,0,,,,,,,,4,,,,,,21,8////,,
11,1,86,1,23,0,,,,,,,,5,,,,,,21,8////,,
6,2,86,1,23,1,1,10,,6,,3,9,1,,,,,1,4,8////,,
38,1,86,1,23,0,13,0,,1,4,3,9,3,2,1,1,2,3,8,8////,,
17,1,86,1,24,1,9,58,,6,3,4,1,2,3,2,2,,,8,8////,,
10,2,86,1,25,0,23,45,,2,8,3,2,1,2,0,2,,,4,8////,,
40,1,86,1,26,0,11,30,,0,,1,,11,0,,,,,1,8////,,
7,1,86,1,27,1,13,59,,0,8,7,5,2,0,4,1,,,7,8////,,
4,1,86,1,27,0,14,57,,0,8,5,2,1,0,4,1,,0,8,8////,,
11,1,86,1,28,0,,,,,,,,10,,,,,,21,8////,,
7,2,86,1,28,1,6,27,,1,8,5,5,1,0,0,1,,,7,8////,,
38,2,86,1,28,0,6,30,,2,6,3,0,1,2,0,1,2,9,8,8////,,
7,1,86,1,28,1,8,13,,1,8,5,2,9,1,3,2,,,7,8//03,,
2,1,86,1,28,0,10,0,,2,3,5,2,1,1,1,1,,1,8,8////,,
2,1,86,1,28,0,10,0,,2,5,3,5,3,1,1,2,,,8,8////,,
7,2,86,1,29,0,5,34,,1,8,5,0,1,1,4,1,,,7,8////,,
2,1,86,1,29,0,8,0,,2,1,5,0,1,0,1,1,,,8,8////,,
2,1,86,1,29,0,8,0,,2,1,5,0,3,0,1,1,,,8,8////,,
10,1,86,1,29,0,13,55,,6,8,5,0,1,2,1,1,,,4,8////,,
9,2,86,1,30,0,5,0,,5,4,3,9,1,1,0,1,,,8,8////,,
10,2,86,1,30,0,5,45,,1,8,1,0,1,0,0,1,,,4,8////,,
2,2,86,1,30,0,6,0,,4,,,,1,0,0,1,,,8,8////,,k 0.83
37,2,86,1,30,0,6,15,,0,,3,0,8,2,3,2,,,7,810//,,
2,1,86,1,30,0,9,0,,3,,,,1,1,1,1,,,8,8////,,
2,1,86,1,30,0,9,0,,3,,,,4,1,1,2,,,8,8////,,
10,1,86,1,30,0,14,25,,4,8,5,0,1,1,0,1,,,4,8////,,
7,1,86,1,31,1,11,24,,8,8,7,7,3,1,1,1,,22,7,8////,,
7,1,86,1,31,1,11,26,,5,8,7,7,2,1,4,1,,23,7,8////,,
9,1,86,1,31,0,11,35,,2,4,1,5,3,1,0,1,,,8,8////,,
7,1,86,1,31,1,11,40,,10,8,7,7,1,1,4,1,,22,7,8////,,
9,1,86,1,31,0,11,50,,2,4,1,5,2,1,0,2,,,8,8////,,"kA, kE"
40,1,86,2,1,0,8,55,,3,,3,,8,0,,,,,1,805//,,
2,1,86,2,1,0,11,0,,3,2,5,2,1,0,1,1,,,8,8////,,
40,1,86,2,1,0,11,25,,3,,3,,8,0,,,,,1,815//,,
40,1,86,2,1,0,11,25,,3,,3,,11,0,,,,,1,8////,,
38,1,86,2,1,0,13,0,,2,8,3,,3,1,1,1,,13,8,8////,,
38,1,86,2,1,0,13,10,,2,8,3,,2,2,1,1,,13,8,8////,,
7,1,86,2,1,0,13,52,,1,8,7,2,1,0,4,1,,,7,8////,,
11,1,86,2,3,0,,,,,,,,1,,,,,,21,8////,,
11,1,86,2,3,0,,,,,,,,4,,,,,,21,8////,,
10,1,86,2,3,0,9,15,,46,8,3,7,1,2,1,1,2,99,4,8////,,*
33,1,86,2,3,2,9,25,,18,8,3,7,2,1,4,2,,,8,8////,,*
10,1,86,2,3,0,9,40,,43,8,3,7,4,3,1,2,2,99,4,8////,,*
17,1,86,2,3,0,9,40,,5,8,6,0,1,2,1,1,,,8,8////,,
17,1,86,2,3,0,9,40,,5,8,6,0,3,3,1,2,,,8,8////,,
17,1,86,2,3,0,9,40,,5,8,6,0,11,3,1,2,,,8,8////,,
10,1,86,2,3,0,9,50,,33,8,3,7,5,1,1,1,2,99,4,8////,,*
10,1,86,2,3,0,9,50,,30,8,3,7,11,2,1,2,2,99,4,8////,,*
10,1,86,2,3,0,9,50,,25,8,3,7,12,0,1,1,2,99,4,8////,,*
10,1,86,2,3,0,9,50,,15,8,3,7,13,2,0,1,2,99,4,8////,,*
33,1,86,2,3,2,9,55,,14,8,3,7,1,0,4,1,,,8,8////,,*
33,1,86,2,3,2,9,55,,2,8,3,7,3,1,4,1,,,8,8////,,*
6,1,86,2,3,0,10,0,,36,8,3,0,1,,,,,,4,8////,,
6,1,86,2,3,0,10,0,,36,8,3,0,4,,,,,,4,8////,,
6,1,86,2,3,0,10,0,,36,8,3,0,5,,,,,,4,8////,,
6,1,86,2,3,0,10,0,,15,8,3,0,12,,,,,,4,8////,,
33,1,86,2,3,2,10,0,,26,8,3,7,11,3,1,2,,,8,8////,,*
17,1,86,2,3,0,10,20,,16,8,6,0,2,1,1,2,,,8,8////,,
17,1,86,2,3,0,11,25,,1,8,6,0,3,2,3,2,,,8,8////,,
33,1,86,2,3,2,12,10,,1,8,3,7,5,0,1,2,,,8,8////,,*
33,1,86,2,3,2,12,10,,1,8,3,7,12,1,4,1,,,8,8////,,
33,1,86,2,3,2,12,10,,1,8,3,7,13,1,0,1,,,8,8////,,*
17,1,86,2,3,0,12,30,,8,5,6,0,1,2,3,1,,,8,8////,,
17,1,86,2,3,0,12,30,,8,5,6,0,5,2,3,1,,,8,8////,,
33,1,86,2,3,2,14,55,,2,,1,,3,2,1,2,,,8,8////,,
7,1,86,2,3,1,14,58,,2,8,7,7,3,2,4,1,,,7,8////,,kE
10,1,86,2,3,0,15,55,,3,8,3,0,8,2,0,2,,,4,803//,,
2,1,86,2,4,0,9,30,,3,2,5,0,1,0,1,1,,,8,8////,,
9,1,86,2,4,0,15,20,,1,1,1,0,3,2,1,2,,,8,8////,,
7,1,86,2,5,1,10,43,,3,8,5,0,1,1,4,1,,,7,8////,,
7,1,86,2,5,1,15,38,,0,8,5,0,3,1,1,1,,,7,8////,,
7,1,86,2,5,1,15,48,,0,8,5,0,2,0,4,1,,,7,8////,,
2,1,86,2,5,0,16,15,,1,1,1,0,3,1,1,1,,,8,8////,,
7,1,86,2,6,1,14,51,,3,8,5,0,2,0,4,1,,15,7,8////,,
4,1,86,2,7,0,16,24,,1,,0,8,10,1,3,1,,,8,80201,,
9,1,86,2,7,0,16,25,,2,,1,5,8,1,0,2,,,8,805//,,
33,1,86,2,8,2,8,5,,,1,1,0,8,0,4,1,,,8,802//,,
9,1,86,2,8,0,9,30,,2,6,3,7,1,1,1,1,,,8,8////,,
4,1,86,2,8,0,10,0,,1,,,9,1,1,4,1,,0,8,8////,,
4,1,86,2,8,0,10,0,,1,,,9,8,0,3,2,,0,8,815//,,
9,1,86,2,8,1,16,30,,1,,3,,8,0,0,,,,8,801//,,
33,5,86,2,12,2,6,50,,1,0,0,0,9,0,1,2,,0,8,8//18,,vom Beonachter 15m entfernt
17,1,86,2,12,0,9,0,,1,8,3,0,10,2,3,2,,,8,80705,,
11,1,86,2,15,0,,,,,,,,1,,,,,,21,8////,,
40,1,86,2,15,0,16,50,,2,,1,,8,1,,,,,1,803//,,
11,1,86,2,19,0,,,,,,,,1,,,,,,21,8////,,
11,1,86,2,19,0,,,,,,,,8,,,,,,21,8////,,
33,1,86,2,20,2,8,15,,0,,,,10,1,4,1,,,8,80101,,
7,1,86,2,20,1,8,54,0,3,8,5,0,9,1,3,2,,,7,8//03,,
6,1,86,2,20,0,9,10,,7,8,3,1,10,2,0,2,,,4,80203,,
38,1,86,2,20,0,16,25,,1,0,0,,8,3,0,2,,0,8,803//,,Schneefall während der Beobachtung
4,1,86,2,20,1,16,45,,,,,9,8,3,3,2,,0,8,803//,,kE
7,1,86,2,21,1,7,34,,1,8,5,5,9,2,4,2,,,7,8//02,,
40,1,86,2,21,0,8,10,,2,,3,,8,0,,,,,1,804//,,
40,1,86,2,21,0,8,10,,2,,1,,9,1,,,,,1,8//08,,
9,1,86,2,21,1,8,15,,0,0,0,8,8,1,0,1,,,8,801//,,Eisnadelfall
38,1,86,2,21,0,8,15,,1,0,0,8,8,1,0,1,,0,8,801//,,Schneefall während der Beobachtung
7,1,86,2,21,1,8,23,,0,8,5,5,8,1,3,2,,,7,804//,,
11,1,86,2,22,0,,,,,,,,8,,,,,,21,8////,,
37,1,86,2,22,1,8,35,,6,,,,10,2,4,2,,99,7,80202,,
11,1,86,2,23,0,,,,,,,,23,,,,,,21,8////,,
11,1,86,2,24,0,,,,,,,,1,,,,,,21,8////,,
6,2,86,2,24,0,1,15,,9,7,3,2,1,,,,,,4,8////,,
7,1,86,2,24,1,16,54,,2,8,1,9,9,2,4,2,,,7,8//02,,
7,1,86,2,24,1,17,10,,2,8,1,9,8,2,4,2,,,7,802//,,
7,1,86,2,25,1,8,10,,3,8,5,9,8,1,3,2,,,7,802//,,
7,1,86,2,25,1,8,42,0,0,8,5,9,9,1,3,1,,,7,8//01,,
4,5,86,2,27,1,4,45,,,,,,1,1,2,2,,,8,8////,,
4,1,86,2,28,0,11,29,,20,4,3,0,1,1,4,2,,,8,8////,,
4,1,86,2,28,0,11,29,,3,4,3,0,4,1,0,2,,,8,8////,,
4,1,86,2,28,0,11,29,,3,4,3,0,5,2,4,1,,,8,8////,,
4,1,86,2,28,0,11,29,,3,4,3,0,13,1,0,1,,,8,8////,,
7,1,86,2,28,1,11,43,,10,8,5,0,1,2,4,2,,,7,8////,,
7,1,86,2,28,1,11,52,,1,8,5,0,13,0,0,1,,,7,8////,,
2,1,86,2,28,0,12,0,,13,3,5,0,1,1,1,1,,,8,8////,,
2,1,86,2,28,0,12,0,,13,3,5,0,2,1,1,2,,,8,8////,,
38,1,86,2,28,0,12,45,,7,2,4,0,3,2,1,1,,,8,8////,,
38,1,86,2,28,0,13,15,,7,2,4,0,1,2,1,2,,,8,8////,,
9,1,86,2,28,0,13,20,,14,8,3,0,1,2,1,1,,,8,8////,,
38,1,86,2,28,0,13,40,,2,5,1,0,2,1,1,1,,,8,8////,,
38,1,86,2,28,0,13,40,,2,5,1,0,5,2,1,1,,,8,8////,,
7,1,86,2,28,1,16,35,,2,5,5,0,4,1,1,1,,,7,8////,,
9,1,86,2,28,0,16,45,,1,2,1,0,2,1,1,1,,,8,8////,,
11,1,86,3,1,0,,,,,,,,8,,,,,,21,8////,,
10,2,86,3,1,0,5,40,,2,8,3,0,1,1,0,1,,,4,8////,,
40,1,86,3,1,0,7,40,,11,,1,,1,0,,,,,1,8////,,
10,1,86,3,1,0,8,30,,21,8,5,0,4,2,1,1,,,4,8////,,
4,1,86,3,1,0,8,35,,1,8,3,0,2,0,0,1,,27,8,8////,,
4,1,86,3,1,0,8,35,,1,8,3,0,3,3,4,2,,27,8,8////,,
10,1,86,3,1,0,8,50,,19,8,5,0,1,2,1,1,,,4,8////,,
6,1,86,3,1,1,8,55,,26,7,3,7,1,,,,,,4,8////,,
6,1,86,3,1,1,8,55,,26,7,3,7,4,,,,,,4,8////,,
6,1,86,3,1,1,8,55,,26,7,3,7,5,,,,,,4,8////,,
33,1,86,3,1,2,9,55,,14,8,3,0,1,0,4,1,,,8,8////,,
40,1,86,3,1,0,9,55,,7,,3,,5,0,,,,,1,8////,,
40,1,86,3,1,0,9,55,,7,,3,,11,0,,,,,1,8////,,
4,1,86,3,1,0,10,0,,4,8,3,0,1,1,0,1,,25,8,8////,,*
4,1,86,3,1,0,10,0,,4,8,3,0,5,1,4,2,,25,8,8////,,*
7,1,86,3,1,0,10,1,,3,8,3,0,1,1,4,1,,,7,8////,,
4,1,86,3,1,0,10,25,,1,8,3,0,13,2,0,1,,25,8,8////,,*
4,1,86,3,1,0,10,25,,1,8,3,0,25,1,0,1,,25,8,8////,,
4,1,86,3,1,0,10,25,,1,8,3,0,27,1,0,2,,25,8,8////,,*
4,1,86,3,1,0,10,25,,1,8,3,0,51,1,0,2,,25,8,8////,,*
4,1,86,3,1,0,10,35,,1,8,3,0,11,1,1,1,,25,8,8////,,*
4,1,86,3,1,0,10,35,,1,8,3,0,12,1,1,1,,25,8,8////,,*
2,1,86,3,1,0,11,0,,6,4,5,0,1,1,1,1,,,8,8////,,
2,1,86,3,1,0,11,0,,6,4,5,0,4,1,1,2,,,8,8////,,
7,1,86,3,1,0,11,43,,1,8,3,0,7,1,4,1,,,7,8////,,
4,1,86,3,1,0,12,5,,3,8,3,8,1,0,0,2,,23,8,8////,,
4,1,86,3,1,0,12,5,,3,8,3,8,4,2,1,2,,23,8,8////,,
4,1,86,3,1,0,12,5,,3,8,3,8,5,1,4,2,,23,8,8////,,
6,1,86,3,1,1,14,45,,6,3,5,0,4,,,,,,4,8////,,
6,1,86,3,1,1,14,45,,6,3,5,0,11,,,,,,4,8////,,
10,1,86,3,1,0,16,30,,2,8,5,9,4,1,0,1,,,4,8////,,
11,1,86,3,2,0,,,,,,,,1,,,,,,21,8////,,
11,1,86,3,2,0,,,,,,,,3,,,,,,21,8////,,
33,1,86,3,3,2,17,0,,,1,4,0,8,2,4,1,,,8,802//,,
10,1,86,3,4,0,14,30,,10,8,3,0,1,0,0,1,,10,4,8////,,
11,1,86,3,7,0,,,,,,,,1,,,,,,21,8////,,
11,1,86,3,7,0,,,,,,,,4,,,,,,21,8////,,
11,1,86,3,7,0,,,,,,,,11,,,,,,21,8////,,
2,1,86,3,7,0,16,30,,7,3,5,2,1,1,1,1,,,8,8////,,
2,1,86,3,7,0,16,30,,7,3,5,2,3,1,1,2,,,8,8////,,
2,1,86,3,7,0,16,30,,7,3,5,2,5,2,1,2,,,8,8////,,
2,1,86,3,7,0,16,30,,7,3,5,2,12,1,1,1,,,8,8////,,
33,1,86,3,8,2,16,40,,1,,3,8,3,1,1,1,,,8,8////,,
9,1,86,3,10,0,18,10,,1,1,1,0,8,0,0,1,,11,8,804//,,
6,1,86,3,15,1,12,40,,6,8,3,8,1,,,,,2,4,8////,,
7,1,86,3,17,0,16,10,,8,8,5,0,1,1,4,1,,,7,8////,,
2,1,86,3,17,0,17,0,,4,1,5,,1,0,1,1,,,8,8////,,
2,1,86,3,17,0,17,0,,4,1,5,0,3,1,1,1,,,8,8////,,
4,1,86,3,17,0,17,10,,1,2,1,0,4,1,1,1,,,8,8////,,
7,1,86,3,17,0,17,27,,2,8,5,0,8,1,3,2,,,7,802//,,
6,1,86,3,17,1,17,50,,2,2,3,7,8,,,,,,4,805//,,
40,1,86,3,19,0,17,42,,1,,1,,1,0,,,,,1,8////,,
