KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
13,1,17,1,1,0,14,35,1,3,3,1,0,3,1,1,2,2,,5,8////,,
93,1,17,1,1,0,16,15,2,0,9,1,2,3,1,1,1,2,,35,8////,,Rear of cold front.
13,1,17,1,2,0,15,25,2,2,6,3,2,2,1,1,2,1,7,5,8////,,
80,1,17,1,5,1,8,40,0,1,,,,3,2,1,2,,,11,8////,,ka/ g = ca.49° 28' N 10° 58' O
53,1,17,1,5,0,11,45,1,2,,,,1,1,1,1,,,17,8////,d-e-f,kA/kE
72,1,17,1,5,0,16,32,1,0,,,5,8,2,0,1,4,,10,802//,,"kA,kein Ci zu sehen"
95,2,17,1,5,0,17,30,1,10,8,3,0,1,1,0,2,2,,24,8////,,
93,2,17,1,5,0,20,35,2,15,7,5,0,1,0,0,2,1,11,35,8////,,Complete only during first 60 minutes.
93,2,17,1,5,0,23,0,2,0,7,5,0,2,1,0,2,1,11,35,8////,,
95,1,17,1,6,0,7,40,1,50,7,3,0,1,2,1,1,2,,24,8////,b-c-d-e-f,
72,1,17,1,6,0,8,35,5,1,0,0,0,1,1,0,1,,,10,8////,f-g-h-a-b-c,kA kE
78,1,17,1,6,0,9,40,6,1,0,0,5,9,0,0,,,,11,8//15,,kA kE
57,1,17,1,6,0,10,40,,3,,,,2,2,1,2,,,2,8////,,
57,1,17,1,6,0,10,40,,4,,,,3,2,1,2,,,2,8////,,
56,1,17,1,6,0,10,55,1,6,1,1,0,3,3,1,,1,,2,8////,,UH UB
78,1,17,1,6,1,12,3,6,6,0,0,5,9,0,0,,,,11,8//20,,"kA kE, Sudelfeld"
13,1,17,1,6,0,13,5,1,1,2,1,8,2,1,1,2,1,,5,8////,,
13,1,17,1,6,0,13,10,1,7,2,1,8,3,3,1,2,1,,5,8////,,Uh 13.20-14
95,1,17,1,6,0,13,50,1,4,7,3,0,3,2,1,,2,,24,8////,,
13,1,17,1,6,0,14,5,1,1,1,1,8,1,2,1,1,1,,5,8////,e-f,
13,1,17,1,6,0,14,25,1,1,1,1,8,11,2,1,2,1,,5,8////,,
13,1,17,1,6,0,14,35,1,1,1,1,8,2,2,1,2,1,,5,8////,,
56,1,17,1,6,0,16,10,1,1,1,1,0,2,3,1,,1,,2,8////,,
53,5,17,1,6,0,17,40,7,2,0,0,,8,1,3,2,,,17,815//,,kA/kE/Hochfichtpistenbeleuchtung
53,3,17,1,6,0,18,35,7,2,0,0,,10,1,0,1,,,17,80101,,"kA/kE/wenige Bogenminuten lang, Venus"
77,1,17,1,6,0,22,27,6,1,0,0,0,8,2,1,2,0,,8,815//,,
4,1,17,1,7,0,8,0,2,1,7,3,7,8,2,4,2,1,0,8,805//,,Fotos
77,1,17,1,7,0,8,5,4,1,0,0,2,8,2,4,2,,,8,810//,,
53,1,17,1,7,0,8,15,6,2,0,0,,3,1,1,1,,0,17,8////,,kA/kE/Eisnebel
53,1,17,1,7,0,8,25,6,1,0,0,,9,1,0,2,,0,17,8//03,,kA/kE/Eisnebel
53,1,17,1,7,0,9,5,6,1,0,0,,44,0,0,1,,0,17,8////,,kA/kE/Eisnebel
53,1,17,1,7,0,9,20,1,1,,,,2,1,1,1,,,17,8////,,kA/kE
95,1,17,1,8,0,15,25,1,2,5,1,8,3,3,1,,7,,24,8////,,
95,1,17,1,8,0,15,50,1,3,5,1,8,8,2,4,,7,,24,810//,,
95,2,17,1,9,0,17,10,1,9,8,3,0,1,1,0,2,7,,24,8////,,
74,2,17,1,9,0,22,23,0,1,7,5,8,1,1,0,2,,,2,8////,,kA kE
38,1,17,1,10,2,12,30,6,18,0,0,3,1,2,1,1,,,8,8////,b-c-d-e-f,* Foto
38,1,17,1,10,2,12,30,6,18,0,0,3,11,2,1,2,,,8,8////,,* Foto
51,1,17,1,10,2,12,30,6,18,0,0,3,1,2,1,1,,,8,8////,b-c-d-e-f,* Foto
51,1,17,1,10,2,12,30,6,18,0,0,3,11,2,1,2,,,8,8////,,* Foto
38,1,17,1,10,2,12,50,6,16,0,0,3,2,2,1,2,,,8,8////,,* Foto
38,1,17,1,10,2,12,50,6,16,0,0,3,3,2,1,2,,,8,8////,,* Foto
51,1,17,1,10,2,12,50,6,16,0,0,3,2,2,1,2,,,8,8////,,* Foto
51,1,17,1,10,2,12,50,6,16,0,0,3,3,2,1,2,,,8,8////,,* Foto
38,1,17,1,10,2,13,30,6,12,0,0,3,12,1,1,1,,,8,8////,b-c-d-e-f,* Foto
51,1,17,1,10,2,13,30,6,12,0,0,3,12,1,1,1,,,8,8////,b-c-d-e-f,* Foto
38,1,17,1,10,2,13,50,6,10,0,0,3,10,2,0,2,,,8,82020,,* Foto
38,1,17,1,10,2,13,50,6,9,0,0,3,13,1,0,1,,,8,8////,,"* Foto, L60-0-R60°"
51,1,17,1,10,2,13,50,6,10,0,0,3,10,2,0,2,,,8,82020,,* Foto
51,1,17,1,10,2,13,50,6,9,0,0,3,13,1,0,1,,,8,8////,,"* Foto, L60-0-R60°"
38,1,17,1,10,2,14,38,6,0,0,0,3,18,1,0,2,,,8,8////,,"* Foto, DD:3min"
51,1,17,1,10,2,14,38,6,0,0,0,3,18,1,0,2,,,8,8////,,"* Foto, DD:3min"
95,2,17,1,10,0,17,20,1,37,8,3,0,1,2,1,2,7,,24,8////,,
95,1,17,1,11,0,11,25,1,15,4,1,0,5,2,1,,7,,24,8////,,*
95,1,17,1,11,0,12,0,1,12,7,3,0,1,1,3,1,7,,24,8////,b-c-d-e-f,*
95,1,17,1,11,0,12,5,1,9,7,3,0,3,1,1,,7,,24,8////,,*
95,1,17,1,11,0,12,30,1,6,8,3,0,2,1,1,,7,,24,8////,,*
95,1,17,1,11,0,12,40,1,4,8,3,0,11,2,1,,7,,24,8////,,*
95,1,17,1,11,0,12,45,1,4,8,3,0,21,2,1,,7,,24,8////,,*
93,2,17,1,11,0,22,0,2,6,7,4,2,1,2,0,2,1,10,35,8////,,
57,1,17,1,12,0,10,30,,2,,,,2,2,1,2,,,2,8////,,
38,1,17,1,12,0,12,10,1,1,2,1,8,11,1,1,1,,,8,8////,,
51,1,17,1,12,0,12,10,1,1,2,1,8,11,1,1,1,,,8,8////,,
13,1,17,1,12,0,12,50,1,1,4,3,2,11,1,1,1,1,5,5,8////,,
4,1,17,1,12,2,13,0,1,1,3,1,5,5,1,4,1,1,,8,8////,,
4,1,17,1,12,2,13,0,1,1,3,1,5,11,2,1,2,1,,8,8////,,
13,1,17,1,12,0,13,0,1,6,4,3,2,1,1,1,1,1,5,5,8////,b-c-d-e-f,UH 13.20-13.40
13,1,17,1,12,0,13,30,1,2,5,3,2,3,2,1,2,1,5,5,8////,,
13,1,17,1,12,0,13,50,1,1,5,3,2,2,1,1,2,1,4,5,8////,,
6,2,17,1,12,0,18,3,1,6,6,3,2,1,2,3,1,,,4,8////,b-c-d-e-f,
6,2,17,1,12,0,18,21,1,4,6,3,2,4,2,3,2,,,4,8////,,
6,2,17,1,12,0,21,33,1,13,8,3,8,1,2,3,2,,,4,8////,,
6,2,17,1,12,0,21,41,1,6,8,3,0,7,2,3,1,,,4,8////,c-d-e/g-h-a,
75,2,17,1,12,0,23,10,2,4,8,3,7,1,0,1,1,,,4,8////,b-c-d-e-f,kA kE
57,1,17,1,13,0,11,40,,3,,,,1,1,1,1,,,2,8////,d,
57,1,17,1,13,0,11,40,,3,,,,5,1,1,1,,,2,8////,,
69,1,17,1,13,0,12,0,1,1,9,1,,1,1,1,1,,,6,8////,d,kA
74,1,17,1,13,0,12,51,1,7,7,5,5,1,1,1,1,,,2,8////,c-d-e-f,*1 kA kE
74,1,17,1,13,0,12,51,1,7,7,5,5,5,2,1,2,,,2,8////,,"*1 kA kE, tendenziös h=3, auffallend!"
74,1,17,1,13,0,12,54,1,1,7,5,5,2,2,1,1,,,2,8////,,*1
74,1,17,1,13,0,12,58,1,2,7,5,5,21,0,1,1,,,2,8////,,*1
74,1,17,1,13,0,13,0,1,2,7,5,5,11,0,1,1,,,2,8////,,*1
78,1,17,1,14,0,15,20,1,1,9,3,5,1,1,1,1,,,11,8////,,kA
78,1,17,1,14,0,15,30,1,0,9,3,5,3,1,1,1,,,11,8////,,
57,1,17,1,15,0,14,20,,1,,,,2,1,1,1,,,2,8////,,
56,1,17,1,15,0,16,10,1,1,1,1,0,2,2,1,,,,2,8////,,
53,1,17,1,16,0,8,30,7,13,0,0,,8,2,0,2,,0,17,810//,,kA/kE/UH/UB
53,1,17,1,16,0,8,30,7,13,0,0,,9,2,3,1,,0,17,8//01,,"kA/kE/UB/1,5 Grad"
95,1,17,1,16,0,12,50,1,8,7,3,0,1,2,1,1,1,,24,8////,a-b-c-d-e-f-g,
80,1,17,1,17,0,8,25,1,1,,,,8,1,,2,,,11,805//,,Sonne durch Wolken verdeckt
