34,1,98,1,1,0,,,0,,1,1,1,1,0,0,1,1,,3,1////,,
34,1,98,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,,3,1////,,
13,1,98,1,1,0,8,20,1,3,7,5,8,8,1,4,1,2,,5,86//,,
13,1,98,1,1,0,9,10,1,3,6,7,8,1,1,1,1,2,,5,1////,c-d-e,
57,1,98,1,1,0,11,5,0,6,,,,1,1,1,1,,,2,1////,b-c-d-e-f,
57,1,98,1,1,0,11,5,0,6,,,,5,1,1,1,,,2,5////,,
57,1,98,1,1,0,11,5,0,1,,,,8,0,0,1,,,2,82//,,
57,1,98,1,1,0,11,30,0,3,,,,4,2,1,2,,,2,4////,,
53,1,98,1,1,0,12,35,1,0,1,1,0,2,1,1,1,,21,17,2////,,kA
53,1,98,1,1,0,12,45,1,2,2,5,0,1,1,1,1,,21,17,1////,b-c,UH
53,1,98,1,1,0,12,50,1,1,2,5,0,3,1,1,1,,21,17,3////,,UH
58,1,98,1,1,0,13,0,2,1,7,5,8,3,1,0,,2,15,2,3////,,
53,1,98,1,1,0,13,10,1,1,3,4,0,2,1,1,1,,21,17,2////,,
53,1,98,1,1,0,14,20,1,,2,4,0,2,1,1,1,,20,17,2////,,kA kE
53,1,98,1,1,0,14,50,1,,2,5,0,8,0,0,1,,19,17,82//,,kE 1.5°
53,1,98,1,1,0,15,25,1,4,3,5,8,2,1,1,1,,19,17,2////,,kA
29,1,98,1,1,0,15,30,1,2,,3,5,2,0,4,1,,,8,2////,,in Sc-Lücken
53,1,98,1,1,0,15,50,1,,3,5,8,8,,0,2,,18,17,83//,,kE Beginn bei 1.5° - Ende bei 3°
14,1,98,1,1,0,16,20,1,2,2,3,8,8,1,4,1,,9,4,85//,,kA
1,1,98,1,2,0,11,10,1,1,4,5,9,1,0,1,1,,9,4,1////,b/d/f,
1,1,98,1,2,0,11,10,1,1,4,5,9,2,0,1,1,,9,4,2////,,1x UH
1,1,98,1,2,0,11,13,1,0,4,5,9,11,1,1,1,,9,4,11////,,2'
95,1,98,1,2,0,13,23,2,9,7,3,8,1,0,0,1,1,,24,1////,b-c-d-e-f-g,UH
91,1,98,1,2,0,13,40,1,1,3,1,5,2,1,1,1,,,35,2////,,
95,1,98,1,2,0,15,2,2,1,7,3,8,5,1,4,1,1,,24,5////,,
53,1,98,1,3,0,9,30,1,0,,5,9,1,0,1,1,,9,17,1////,d,
53,1,98,1,3,0,9,35,1,1,1,5,9,3,0,1,1,,8,17,3////,,UH
51,1,98,1,3,0,12,13,1,1,3,1,5,3,1,1,1,3,3,8,3////,,DD:6'
4,1,98,1,3,0,12,14,1,0,6,1,2,2,2,1,2,1,2,8,2////,,
9,1,98,1,3,0,12,15,2,1,4,1,7,2,1,1,1,1,3,8,2////,,kE diffus
38,1,98,1,3,0,12,15,1,8,8,5,5,1,1,1,1,4,3,8,1////,a-b-c-d-e-f-g,
38,1,98,1,3,0,12,15,1,3,8,5,5,2,1,1,1,4,3,8,2////,,
38,1,98,1,3,0,12,15,1,2,8,5,5,3,1,1,1,4,3,8,3////,,
51,1,98,1,3,0,12,15,1,1,3,1,5,2,0,1,1,3,3,8,2////,,DD:5'
4,1,98,1,3,0,12,17,1,0,6,1,2,3,1,4,1,1,2,8,3////,,
4,1,98,1,3,0,12,17,1,2,6,1,2,5,1,4,1,1,2,8,5////,,
4,1,98,1,3,0,12,19,1,5,6,1,2,1,1,4,1,1,2,8,1////,b-c-d-e-f,
51,1,98,1,3,0,12,20,1,7,7,5,5,5,2,4,1,3,3,8,5////,,
55,1,98,1,3,0,12,30,1,5,8,5,5,1,1,1,1,,,8,1////,b-c-d-e-f,
9,1,98,1,3,0,12,35,2,2,6,1,7,1,1,1,1,1,3,8,1////,b-c-d-e-f,kA kE
51,1,98,1,3,0,12,35,1,6,7,5,5,1,1,4,1,3,3,8,1////,b-c-d-e-f,
