KK,O,JJ,MM,TT,g,ZS,ZM,d,DD,N,C,c,EE,H,F,V,f,zz,GG,8HHHH,sectors,remarks
13,1,2,1,1,0,1,0,1,3,7,3,5,1,0,0,1,4,,5,8////,b-c-d-e-f,
32,1,2,1,1,0,10,0,,0,,,,3,2,1,2,,,8,8////,,
3,2,2,1,1,0,20,25,1,4,7,5,9,3,1,0,1,,,11,8////,,
32,2,2,1,1,0,23,0,,,,,,1,1,0,1,,,8,8////,,"kA, kE"
64,2,2,1,2,0,1,25,1,6,7,5,7,1,1,0,1,2,6,7,8////,c-d-e/g-h-a,
3,2,2,1,2,0,5,30,1,4,7,5,9,1,1,0,2,,,11,8////,,
3,1,2,1,2,2,8,15,1,7,7,5,9,3,1,1,1,,,11,8////,,UH
61,1,2,1,2,1,9,5,1,5,5,5,2,2,0,4,1,,,10,8////,,g 73529 Schwäbisch Gmünd
3,1,2,1,2,2,9,40,1,10,7,5,9,1,1,1,1,,,11,8////,b-c-d-e,
3,1,2,1,2,2,9,40,1,1,7,5,9,22,1,1,1,,,11,8////,,A
3,1,2,1,2,2,10,35,1,3,6,5,8,2,2,1,1,,,11,8////,,
3,1,2,1,2,2,11,10,1,1,3,5,8,3,2,1,1,,,11,8////,,
92,1,2,1,2,0,11,55,1,4,8,7,0,2,2,3,,,,35,8////,,kA kE UH
32,1,2,1,2,0,12,0,,,,,,1,1,0,1,,,8,8////,,"kA, kE"
32,1,2,1,2,0,12,0,,,,,,3,2,1,2,,,8,8////,,"kA, kE"
92,1,2,1,2,0,13,25,,1,8,7,0,1,0,4,1,,,35,8////,d-e-f,kA kE
92,1,2,1,2,0,14,10,1,8,8,7,0,3,1,4,,,,35,8////,,kE
3,1,2,1,2,2,16,30,7,1,0,0,2,8,1,4,1,,0,11,805//,,in Sc str op tr vir
53,1,2,1,3,0,8,45,6,14,0,0,1,8,2,0,2,,0,17,820//,,kA/Schnee aus lockerem Stratus
53,1,2,1,3,0,8,45,6,14,0,0,1,9,2,0,2,,0,17,8//07,,"kA/Schnee aus lockerem Stratus, angedeutet über 22°"
51,1,2,1,3,0,9,10,1,2,2,1,0,1,1,1,1,,99,8,8////,c-d-e,
51,1,2,1,3,0,9,15,1,1,2,1,0,5,1,1,1,,99,8,8////,,
38,1,2,1,3,0,9,17,1,0,1,1,0,2,1,1,1,,99,8,8////,,"DD:2min, einzelne Cirre!"
92,1,2,1,3,0,14,10,1,2,8,7,0,3,1,4,,,,35,8////,,kA kE
29,1,2,1,3,0,14,20,1,3,4,2,0,1,1,1,1,,,8,8////,b-c-d-e-f,
29,1,2,1,3,0,14,30,1,1,4,2,0,5,0,1,1,,,8,8////,,
1,1,2,1,3,0,14,35,2,2,1,,8,3,1,4,1,0,99,4,8////,,im Kondensstreifen
4,1,2,1,3,2,15,0,1,0,1,1,0,3,2,1,1,,99,8,8////,,kA kE
29,1,2,1,3,0,15,50,1,2,5,4,0,2,1,1,1,,,8,8////,,
29,1,2,1,3,0,15,50,1,2,5,4,0,3,1,1,1,,,8,8////,,
2,1,2,1,3,0,16,40,1,2,1,5,0,1,2,1,1,,,8,8////,e,
46,1,2,1,4,2,8,30,0,1,1,1,8,2,1,1,1,0,,8,8////,,KE
38,1,2,1,4,0,8,40,1,4,6,5,0,8,1,0,2,,99,8,805//,,
38,1,2,1,4,0,9,0,1,2,6,5,0,5,1,1,1,,99,8,8////,,
51,1,2,1,4,0,9,0,1,1,2,1,0,1,1,1,1,,99,8,8////,c-d-e,
38,1,2,1,4,0,9,15,1,1,6,5,0,1,1,1,1,,99,8,8////,b-c,
38,1,2,1,4,0,9,45,1,2,5,5,0,3,1,1,2,,99,8,8////,,
51,1,2,1,4,0,9,50,1,2,3,1,0,4,1,1,1,,99,8,8////,,"UH, UB"
32,1,2,1,4,0,14,0,,1,,,,1,1,0,1,,,8,8////,,
53,1,2,1,4,0,16,0,1,,1,1,,8,1,3,1,,99,17,801//,,"1,5° Höhe"
53,1,2,1,5,0,8,0,1,,1,1,,8,1,,1,,99,17,801//,,"kA/kE/1,5° Höhe"
38,1,2,1,5,0,8,15,1,3,1,1,,8,1,0,2,,99,8,810//,,
53,1,2,1,5,0,8,15,6,3,0,0,,2,3,1,1,,0,17,8////,,kA/Eisnebel
53,1,2,1,5,0,8,15,6,3,0,0,,10,2,3,2,,0,17,81515,,kA/Eisnebel
